review_id,parent_asin,verified_purchase,user_id
105,B00BFFAY9Q,True,AGZ6MAYPU3IYWO2TAF6W2HRSSFIA
109,B07GM2J11Q,True,AE7DNIO6ZDTZHUJXSIIKUGP5ZZQQ
111,B0CBPCBSJD,True,AE6PWX5NPM3P5D4ITOE7TU3RDZGQ
113,B0811ZZMP9,True,AGTWOWB2GKNLIRT6Q4C2YZOJR7OQ
116,B08TVGCR4L,True,AG7AJJSRX6P2VWAMNVYQNI7KVHMA
118,B07KVFTVHX,True,AECLNE4LAUIWVFYRFH3QVLG6ONWA
119,B0886JS35F,True,AHAKCS72CMSN236VILXNOVVNNHKQ
135,B0BDMP17R3,True,AEJ3KDCIOCRZ5USK724OEUXVCKZA
136,B007PN2L3Y,True,AE6TPVLNXNQPFCSG3PF2I7Z42OKQ
1184,B07KNLVRJ2,True,AH4LKXPAJREDIHM7ZYZDDJBKZBZQ
121,B0C79D5VJ6,True,AGHUM5BAQPGKPVV2DBZDVGDHV6RA
123,B0BLBY439T,True,AGGXOTHSEFSIG2MVJO6KPPHJFBFQ
124,B07J5WLQ75,True,AFL2XKUSJR5POC2EBALHJZAGWRHQ
127,B00IQEA8UE,True,AE5GO2GDHJ7VQ6BU2NAP7GXSKOAQ
128,B07K5SKF73,True,AHQOAKE7DRLBICWF46NACXF5RR4A
129,B09K8RC4XX,True,AEJFJTV42XVLPZ5DI5SLHIUCK62A
132,B01DAWW9C6,True,AFN4NP4SXOTZW7RMHZ7G4H6C42PQ
133,B01GI6EX4I,True,AEBA4VT7ZSSWGWAPHVEAXL4JA3UA
260,B07YHJ9P5N,True,AHBU6H5ZMY6BEXIWEQVSTOK7KD7A
139,B004VC3NM0,False,AGJGZAZZQ5NKIHWU6IKTL4QNVZUA
140,B0CC69WBQW,True,AEIO6ZAGD7KSOFDNVFDBB33ITRSQ
142,B084LVVQ7F,True,AE3D4HUVDHJ4XJ2HNEPILETWYRYQ
151,B0C8CK2XV6,True,AEK2AIBIWVXYFDEPVOT6EUI4SYSA
286,B00KD5SEPK,True,AF7L23PZLU6RSFNMGNO3ZVSQQHZQ
153,B01J42JPJG,True,AEAZAM6ZQLBBU6RY5AJUEXZ6C34A
154,B09H5Z36S1,True,AHGXJPK2Q6C7VB26GOKSF47UIKTA
155,B07D5TF3Q1,True,AGLBYK7LXVNQK6HKBFDSZWD5H4ZA
157,B01D7SWQBW,True,AGE2UHKN4TYL56Z4GMLEH5WNL5HA
159,B01GVVMIPG,True,AFP43XXO2CNFKB6WH74ASLB7ZSFQ
161,B08NHVXHJW,True,AEZZWRSW554AT5KIOYJ7I75RH2GA
162,B0050J5PWY,True,AFEMQVTQRPMXFCLZYAKA7IYR3LSQ
163,B00MMLV7VQ,True,AGUJREEXOZUK6DQLYDB5DBMVNZGQ
164,B01MRAM3BN,True,AG7TYZL7UTIYRFZOBOUIDMFUTBVA
166,B00MMLV7VQ,True,AHL4GUEROJVDTTIWTMO626BCXLPA
287,B00MMLV7VQ,True,AEDX5M76RL3OEPYDRIXAXW4DQASA
167,B009UDYQJ4,True,AGXW4ILHXLOUIWLC6LTJ4RN4T66A
169,B00KD5SEPK,False,AE2D7H4TJKBCWFU7JLY7Z3FSMI7Q
172,B01AKYJMVI,True,AF52JT3YJ3H3TODJPUTOK4D44D6Q
173,B01LZ6XKS6,True,AESWB7LLVB3OX63PNVFYLKIQHVDQ
175,B007G7CO2C,True,AHCAQRNCKO66X67HYOPAFJZFDC6Q
177,B07GM2J11Q,True,AE2FYP6CVGUVF7KZC3TXLHOTTTIQ
288,B0100AC8GI,True,AFK4DXXGAY6APYPFQBYHPAIQH7AA
181,B0B938C59K,True,AE5774XPOPMI6I23FIYOP53N4SBA
184,B0B5DFFJ6S,True,AEQ5DADXJK3G4BXWU2XKYHTD6P3Q
187,B0C8CK2XV6,False,AG3BKCN7P4BGSJY2VLO4NEQIO25A
188,B07BT8ZXH3,True,AEX5OVIJU2FEK4HV6QBG7SAQJJWA
191,B07WMSXN78,True,AFVO2PW5J6QMIZAZUP2HDCG2UWLQ
192,B0BJ37GH18,True,AFI7OZX4DSGQPDJF4BGZRF3ZHXKQ
193,B0BW61XVX8,True,AHGDPNEUQMW4SGXVV6FVMK664ODQ
196,B01J42JPJG,True,AG6P6PUIBAA36JHLORHO3LGHYF7Q
197,B015ZD702C,True,AHRXUQDFRWNF6JYHDEBN2TGU4GVA
203,B09SVR7LGH,False,AHJN3LORJZKUM7QD5BDX7G7RCGBQ
204,B0C2ZMJW53,True,AFX3K7574IXKHG6ZWQ6KLTDGAFOQ
1510,B07FKRFTYW,True,AHRUX2ZCEW3VFCYFMIKBW75K2XLQ
205,B00FNPD1VW,False,AGYGXW7IQ6GUPPMJ6H67ROJCYOWQ
206,B01MRAM3BN,True,AFUU74LHACPPPMI3R5EHCKGECPGQ
211,B00T0QZL40,True,AEQQVE5DW7TBVJRUCRYJR5C6ALRQ
212,B00MMLV7VQ,True,AEVSHYSHHVPGM6Q344VTVG2SGVMQ
213,B0B59SM5D6,True,AEK3JJT763GV3IBY4Q5UPIUGU4DA
214,B00FNPD1VW,True,AEI27URBWEHBGVRODR74ZL4LPGQQ
215,B0BL58J2ND,True,AHONLP5TFQ3L3FQGVNF64CT73HFQ
219,B0BWYP16Q4,True,AHFDSFSV7HZHZCAGYPTFQBMNQDOQ
1806,B014MIBQXA,False,AFICMXNXCSEUACT3XWHPDPLX3GJQ
221,B0CFQ48YVZ,True,AFFWETYGYJDF7MENCAVHJSCN32SQ
222,B096G9XV75,True,AGPC6WCRXMW4XHUSZHHRLISAHUZA
223,B0C1HTTT8K,True,AGQIB5E5M5IUC4I4CFKNSD2FRWPA
224,B0BGNLX5MZ,True,AE6RY2MEABLTXV5FLPSL7AG34K3A
225,B07D5TF3Q1,True,AF2LER2UPWPASKNJS4EWNNKGS2YQ
226,B076919RKR,True,AFP36SFFS7S6CHKC55F3TB6IOOFA
227,B071WVSL7N,True,AE3FJ5ZM4EM6KZRMRNFNIUH3IO3Q
228,B08TBFR4ZB,True,AE23LDQTB7L76AP6E6WPBFVYL5DA
229,B082NZX92C,True,AGPIGDAWN5BY5SRH6E6YKEJYOINQ
336,B07KJX74NH,True,AEUBYL27UC6VCBEONFKHSSUDCLJA
232,B0C2ZMJW53,True,AH5A2FWAIV3IEUFUEFOX5Y3QW5QQ
236,B09B4MYG4F,True,AELQXRCTCYGQYR7QXXIZQJ7S5X6Q
238,B00U9W5EE6,True,AGKPE6A7FL676DD2HL474RC5UYBQ
239,B01J42JPJG,False,AHJLVEDB5WVDCHC4U5BHOVCBKKCQ
240,B08HJT1BKQ,True,AFMVUAJPP26XRZ5H52ZYGF34RXRQ
241,B072MRBQQH,True,AG64GNWD3CXVLB5BI3X3RXM7D4SA
255,B07RF2123Z,True,AECS67PBYJTINJ2WEKNZXKZQDUSQ
248,B0BJWCBN3F,True,AHNSIUG6NVKGJTYAZO6BMGNQBOZA
251,B00839XQU6,True,AFXH2WFWK653F2WI4QEQVQRRBIDQ
252,B08Z6HW7R7,False,AHZVNDBSVL6BWGT2446JDYEDQUJQ
254,B00WF8IM1E,True,AGOGOGKGDR3E2PUQFMCLZXO36QIQ
262,B08CSHM6L3,False,AE4W5W3WXOSAX2M3VHZMRSNNZ3AA
263,B07QR73VNB,True,AFLZPJOI4BC5VIL5FGBQBWFH4XGA
264,B010C93ZZA,True,AHXLMKLRG3RFWEYCMAXKCJSRRYVA
265,B09YVSV6PK,True,AFOQAR7JKNM3R2QRTFTFU524DRUQ
266,B009T3EYHO,True,AHL3THYDJMIMZ5DZEHZE5YGCQ3HA
268,B00OZJQVTG,False,AEP4OOCQKFYUCJ6DBFE4AI3AL42A
269,B0B6D1RBW3,True,AGLU2HFLECMETYHEQ5KK3EOKRDYA
270,B00OZJQVTG,True,AEZ24PPURN2NCJVC6UXKZEJGWMPA
290,B0C826K2ZW,True,AEZXJZ6VRZ6FZCRHKXXA4HAEWLDA
273,B0764HW117,True,AGRIYL5AJJXPNJRNXFAFF447ENNA
275,B0BBTNH7Y2,True,AHVSLNQ4VBBS5MGMK6746ORGDTAQ
276,B0C1HTTT8K,True,AE257CWF4TGRT4R24T6SPT3AJBYQ
277,B01J42JPJG,True,AGFPLQURICUQ7MNR2URNJPCMHUPQ
278,B00IQEA8UE,False,AFI4SCMKTG7JBHZ2IVXAZCYKAWZQ
279,B01DBGVB5C,False,AFJVVXCWRV5SCCXXUWPRZOOPHC6A
280,B01MFZZLJQ,True,AFGT5BZG6PBBVX3NDGDYTJ3ZNBTQ
281,B0C4J62PWR,False,AGJOPNEAKSDKHNP75BNKAVDBI5BQ
283,B07N6S4SY1,True,AHVWHNN2P4IFX3ELY5Y2ZMYEUUVQ
293,B072MRBQQH,True,AEDQF2GHMSHYMVNPG3MVGCZYV2VA
294,B00FNPD1VW,True,AGQHPJ77JW47V7QAVWYLWYLV663A
297,B01B16MXLU,False,AGBPG2YB7OFSPUQLRR6JUKDGB3AA
298,B009UDYQJ4,True,AGZKBWDZRLERRAOJXM3OMEZDOFNQ
301,B01GGBHDV0,True,AF6PVGIFUWOPWXFL4BY2J6KBKBBA
306,B071XT443J,True,AGCTMOYWAO2R22ISXASCSYCWUGSQ
308,B009T3EYHO,True,AEZFMUYP5UAEGEHGDV4ROCFO572A
310,B0B1VW8N8M,True,AHQUUTJ2XIT55NMCLXZIM5OVEVZA
311,B0764HW117,True,AFT4ZVQ4UD727ARPUTNEMBI5NVHQ
335,B07CXZ2FRV,False,AFOSHPC3TWDAWKLWXXCRW4AETHGA
1807,B01NBE6Y5D,True,AGZTLF7TEJ3LUWDZQNDCJBHJ3VIA
317,B0BW85W1YX,True,AEXPP56BO5XWYYIQHMGL3GYZAQIQ
318,B00KD5SEPK,True,AENNZYFW2C3KQGXAY2BDEHQ47BNA
319,B00ANG3T1S,True,AH7ZVQ45CDBKXS7LCIJ23DP7HEKQ
320,B0BRBX6Y9W,True,AE64ZETPJYVGL24YHD5Q27UHDGXQ
325,B07Y9LCNPG,True,AGS4TRMTPU3Y2CMJ52E6DOLX4GPA
328,B01K9HS4Q0,True,AGTSOB2DSZDRFHJ45WHCNE76AAKA
329,B07GLV1VC7,True,AG3FUNZ6LH5CWUAJZGWBU5S3LD6A
330,B0C53KQ12D,True,AFNGMWBXAFOD7KCBNN3KTJKQY46A
331,B08M8VCHCQ,True,AFKI7OGDGEWE2DAHTQFC6XD5B37A
332,B07J215RPT,False,AF3HLULMIKZ3HUMHOYNDKRQ3ACKA
783,B0C1GPRVCQ,True,AGBVV7LHDLTZ3NQK3U4DIAH3LNJQ
338,B07HGCX1D4,True,AGDDCFTWKRGOXOTMGOSECDGMQODA
340,B015TPLFFO,False,AHNRKRI4TADX6D5B32WFKOWYSWZQ
341,B081LK8WZM,True,AF5UD4TCVOB35KRHZADTA6BIWCVQ
342,B01BLRZCRG,True,AHWHDWZJ6NPLZBPGE5Y3ROG7NO4Q
347,B0BKTBD37R,False,AFJBKPK5W56XWSNPQU2WW66ISWYQ
348,B09M75CNH8,True,AH63UERDISPEFNJO7JTOXQYHRC2A
353,B07KJX74NH,True,AFYT5BCG4GBR2HCSMPKJOV5Y5SHA
355,B08CSHM6L3,True,AGYE4APHNXPSON6YF6T3SIVH754A
362,B00PVOY9T8,False,AFERCDY2EFJKT7QUQ75GISNHTFOQ
363,B07N6S4SY1,True,AEELJNT3WEFUFFRDFUAM6KL2E2VQ
365,B07PHM3934,True,AEXH4GPXIVW2AMQ4EUHQWYPYZNIQ
366,B09B4MYG4F,True,AGDIZFFCYJYJSRVI7Y3FRSF3KQEQ
403,B0778F81ZG,True,AE77IZ4VX3SLIT6RGXXCE6I65HZA
404,B072K6DVLM,True,AHBGHCDTXDHUR4LFNIDMMWWWCRCQ
405,B07BLPHRX9,True,AGUVBOCOJYPCE3KQAHXWD7UUX2AA
370,B08V1NQ8S9,True,AGMOD6CPJKWFVVFKCIMT5LDJ4PXA
375,B07Q2RB6BY,True,AH2TEPB4TV3XJ6P6RAYIJDNIPHKA
377,B08YCZ328B,True,AHEBUXG44XT6DRO5KIIYXLQMU4PQ
378,B088T2C912,True,AGTBKL6KMKV4ICXQVFBFPSAIFYNA
381,B088WGZFR6,True,AGZFSNJQUR2W73QMWNQ6WCAIMQ2A
406,B0C6JXQCF5,True,AGXUHXK4WW7DDP743356WO73EB2A
383,B07WMSXN78,False,AFXMJCVLRCGRAEC7P37FZHEB24UQ
385,B09TG9G5JJ,False,AFTQN4MTJHHVFM4FEXY5KT76OY4A
388,B07Q2RB6BY,False,AHMG3ALUBE3FEBHODTBHP5J24YDA
390,B0BW61XVX8,True,AH5VQ75TAUCAQD72AIJY6JQVSMBQ
3725,B09K79XYZ1,True,AE4J7YWZ4C2YAC52DCZL4VGFICGQ
393,B09ZTB6D86,False,AFBTEUJ64WBMX6OGWXMX3LYMTXOA
399,B00DQGBABI,True,AGRYTGEU2EVKQ42SBN5PVCFC24YA
401,B07BQ13PKX,True,AFQF56TAVIDU7QZEFYWSHYFJG6AA
29377,B00LAGGR3W,True,AFGNQTNSHRBFQTUEPMX4TOSNHH6Q
409,B01GVVMIPG,True,AHPDINACJOY3FBZBVSS2ADKQ7YJA
410,B07CMCCX8H,True,AHY4OFBLTEHXJGSPMYNDTFRJN6WQ
413,B009T3EYHO,True,AESG4HWPWNO6KC5SLR4VJFVQXBBA
414,B018KGK3XO,True,AGGT3HOZLOVKHK576HKXMZRG5CRQ
416,B009T3EYHO,True,AGLCC2CTGDVOUTGQVFHDXIM62GFA
420,B09WX3YWVS,True,AF7YSOGGJLKQWPVVKHGN42JCZFLQ
423,B019TTJ5RQ,True,AEK63IBC6W3Y5I36WAAIM2KZTQOA
424,B0785H4MT5,True,AHEGHUPS6N7HDHUTELZ3IU7YZMDQ
425,B01M293O5P,True,AFU5XW64IVU3FCKJ4J6RG2JGGD4Q
426,B081JY7ZJD,True,AG2AQQEWHPJEBFMGGCBJUU7HMMXQ
430,B00IQEA8UE,True,AEOZZNFOVJGQQJE56JJ365NLZLJA
432,B0785H4MT5,True,AFE2K7TD33KESJEIGER6E53FAHJA
433,B07M9WQN18,True,AHWOCD3DQ32DNTCJ5S7W46FPBC4A
434,B076QQRWZF,True,AGKRW5QMU6ELKFIXRPWP4KOPSMAA
435,B00FNPD1VW,True,AEPSMRWKYL6KKEX3MDMWMLZIWIPQ
437,B0856QVM2F,False,AGUDDM5VDQBR62VQCM77GICNCGXQ
440,B00FNPD1VW,True,AEV3JOG3CWVULVIVNXECLB3I44FQ
441,B081RP6F8L,True,AGZPVSW6E2V5SBLJJBRWSPP276QQ
442,B016OYO0AG,False,AFAPY6Q67HMIBQTTW53CM3N47SMQ
444,B07GM2J244,False,AH3XUQUTIGQT23F3KWA44VYGDICQ
445,B0CFHB8W25,True,AFKPCPJM6MW2TQATENOWFPQC76WA
472,B0035RNLWY,True,AF5E67OODLX2XDLZP6PRPGRGAQCA
452,B072MRBQQH,True,AED2D6BMQQEEOPTUIIP4NJVRNHNA
453,B00LT1JQ5Y,True,AHYK6FIZOK6PZTTZPQW7AZ5DAGMA
454,B0CBPCBSJD,True,AEAV6LCXZXIKHU56MRVMWXQCDN7Q
456,B01M3PBFLY,True,AEALNIWRRU7LBIQFRCRCH6DLS74Q
457,B01HHB8B9Q,True,AHK7NMWTAZGHBBIXLCQ4G4FEZP4Q
458,B00CU2K6MS,False,AHKSPTA26RYNHWCBBTGFY36PGJCQ
459,B01CVOLVPA,True,AGG4WRBRKC4EHMZ5JQK7TTPRCYBQ
473,B0BJLBLRVW,True,AEMFTKMUFSQGL2OHAK7UMGIH7TZA
463,B00NMVEWC6,True,AES2RZF6U2QLUHA6IVP4FDOZPZOQ
465,B0B36YYHKM,False,AEAXAJACFMXIAAH4WOHRMXPSZWFA
466,B08KH9SX3G,True,AHPR3DAGWZHHNZW2LBMTXU3PLSLQ
469,B07P4LFDT7,False,AGDJ4U4GGIQ6AJLIBE6RSDPL2VYA
470,B07G2VZXTJ,True,AEOHG5OT42DVGSDDHZK47QITDKIQ
477,B07MGT236W,True,AHFZQ2PRHSEH6R7V2ATUCIETJURA
478,B07MGT236W,True,AHQT5J2ZGT2YO2WXSH5MVN6GM6AQ
479,B071XYH4HN,True,AHQTL5XXUT2N46XA7UHCVFDQX2OA
480,B00FNPD1VW,True,AFUSWW3FD5UYTAFYC72PZLM4QU6Q
481,B081K6MCL3,True,AGERPHFURMUOH44B57CH45HGZJNQ
482,B00BZS9IEA,True,AFRT43YKHA2L7FIZDGJEVBWJ4X6Q
483,B084LVVQ7F,True,AH4QWI6CHIOVCHCFJ4R6LA2JKX7A
484,B084LVVQ7F,True,AGIA5FNEABN3PBYD5OH3TIZUBQXQ
486,B0CFQ48YVZ,True,AFZXNETV655OT5NR6AD4MMIQLKXQ
487,B009UDYQJ4,True,AG4T23NIIP65TF56FRBO2L2IWEOA
488,B096G9XV75,True,AHE4ZUCYVULCHUP6HOLLOMJU7FVQ
499,B0C5ZRCWRH,True,AGAOLRYCUT4L562KUJJL2O3MOIFQ
500,B077TFZ323,True,AEHHRZIOXSFT7HCM5I6L7QJHJHMA
490,B0CCPKH7PX,True,AFQQNWQS6K3E5ZH46YZMEVUIHDAA
495,B07GM2J244,False,AHN5RT3UIU3ONH7SF4X7NREDVBAA
496,B01LZ6XKS6,False,AHAO577O2A5BHAC257SZSEBMZY6A
31358,B0B1VW8N8M,True,AFXX5W7IV5PRLSRYP4XR2U6PAKPA
501,B07R7JHLCY,True,AF3OICPENFP4QCWGLJTRS6HLBGYQ
502,B08SHQF55R,True,AH7732V3YTGT4RQPSDQ6U3JUNYTQ
505,B001U5617K,True,AH2UXDVOL3X4VTO24UP3AXUMBZ6Q
506,B0B3CL33Y1,False,AGAV7IY4HWGYRUIAGUZRXYUJ22DA
507,B0BLTNYHV8,True,AFCAAFZZ3NUIO44RG7DIVZXA6WFQ
508,B07CS1JLVL,True,AGUR5UCHYB6CGH66ERYXVPRBBN4A
509,B07BQ13PKX,True,AEUWDZACJV6ACG6QQHKXZTIWJ4DA
511,B07SQNZ39D,True,AFLKGKCTS3DKJYXG2JBAVGKDY3TQ
514,B0CGLLXL6G,True,AEECCVTUFF4DZMTK7UOZKZQBJIZA
515,B0CDCS9VN9,False,AF4OCZTPFHXZKUTAGP6CAOCMWPAA
520,B07J215RPT,True,AH4B2HFYNH2RBI66RPCROSS6CKJQ
522,B01HVNO1HG,True,AHXG6VCMA24BVEPNO3C766Z76SJA
523,B07TVFXPNN,False,AE5RER2LMMTNPXXANLQ6KUZGKJEA
526,B01M1AQ316,True,AEUXDHRV2CR5QPISL7NDDA53633Q
527,B0B27KS9SK,False,AHQFI6H5WM7G2L2ZDGRTEFJAXY5Q
539,B009T3EYHO,True,AHWCFKSN6A5Y3SA6ZONKTUGHJCMQ
1926,B01MRS3MIS,True,AEPZWAD46N7H3NFI4SJCFPPL7VLA
533,B00FNPD1VW,True,AHQRCOLN5SJ6XKEZK67LNZGPEDCQ
534,B07WMDV7CW,True,AFXQDL2VCB5IZ3AVQVD43DRKXFYA
535,B072BWBXHM,False,AG375WAXLZ7PIOQKIQ6KQB4J3JVQ
536,B07QGR9H6T,False,AGRCXV4NM763VGZGD6BQ2VGNCJNA
537,B081LVHTVG,True,AF2WMHKTWO4UFYDVP44OQILBVI4A
538,B07RF2123Z,True,AHO5OVWEAXCCRHF5VWREHCKNEDUA
543,B00RH69VT6,True,AGM6GXX72ZMZSJWO5VO4GM4JEZAA
545,B076919RKR,True,AHYJ25SCUL464BFGJVAXPXLTMDTA
546,B076919RKR,True,AEUWD7HG7ADOYZYDLJNLDIKMCDZA
550,B076DKFYF9,True,AFSDPWGC4TJYGEIFGSZVPE4RBUUQ
554,B01F5LW3QC,True,AFWHB225D5TTSPC7LM5HUOL6QHJQ
556,B06ZY7MLSQ,False,AGUCUCMQSIXCERRYVOOWE67MYQBQ
593,B087RTBMK5,True,AH34KJT4VI6VOYKTDBPDFBPBXAWA
557,B07X1V221N,True,AGAOCP3EELIXHO5E3ZQ3QA2LUFLQ
560,B09VY8YWCD,True,AH4KEW4UFRAECZBPRNDSTGLJJXHA
561,B0968QWQ1B,True,AGDUY3B6DPTRRKMA5KTZ6AB6USSQ
564,B0B1VW8N8M,True,AGG6XGWJPDVKAUBBT7KHQVB22HWQ
594,B07YXSLFDH,True,AGPLJW72TTNAZKQDP6DVK7H24ETA
571,B07RDRYRZY,False,AG6ZAE4AMQ6QA3IJ3E4YUMLFZPHA
572,B00NC06K3G,True,AHPB6IZZPFD3NVXGJPARYEDENH7A
574,B00FNPD1VW,False,AGIJKNB277PNPQ3NPETNXWN6YQ3Q
575,B009UDYQJ4,False,AFTICMWDC4QVUF5G5TLPMJJMEN4A
595,B08V1NQ8S9,True,AFHDQSVADXOJLGAZRBAHQBFPKU4Q
578,B08NF7M7ZB,True,AGIM6BIHQESWXXDYSTFP2Q4M36SA
582,B09Z74LGN9,True,AH2FEGHSWXNSWEHFMWYVN7QVQ7AQ
583,B0BVZLDCV8,True,AF2TVL4FJYDRO4RC3NQCGTUCL5BQ
584,B018KGK3XO,True,AGQLFZBLL2HTPOLTXLYYRYNYQMDQ
585,B01MAVZG50,True,AFTVXS7MMF2WR2EFJGW4R5YY52LQ
587,B09Z74LGN9,True,AG54KQINERCCCMJPKI7ALLHN66EQ
589,B00MMLV7VQ,True,AEIEDRZZIMF4REXG4NBYDTYDPN2Q
591,B0BWNVQR8R,True,AEHSOX3KWAWCFS5Y27H6ZLZFBC3Q
596,B0BJ37GH18,True,AGNGTTY4V2CWRFO6RX4U7236RYVA
599,B0752W6W4Q,True,AEBMKYKQAE46QKBBI6XKTCUW77AA
601,B098BMV41F,True,AEMATPBYE75WQHAR6HCF5REUSQBQ
604,B096G9XV75,True,AEXJVUL6MB6MCFDIMUUMJXMW2BVA
609,B08TBQYTDY,True,AHTNSGCRK6IZPKNWU7VSCE5DNR6A
2123,B08952FB9G,True,AES3WC3VLBF5WVJQPXB4ZXUULRIA
611,B00MMLV7VQ,True,AFBMQLVTCSXUKZ2DT5FL7MJIW4GA
612,B07N8XQMVC,True,AHENVK4NNNC6HHKITTJRMSHF6GSA
614,B07CXZ2FRV,False,AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ
616,B07B5ZTK3Y,True,AEJFMMFE2YUXUGL4UTOATLL2JAXQ
617,B009UDYQJ4,True,AF24PO4MUWSQIJHXQSIG2TPIRHXA
618,B01N52ZY3L,True,AGBDTNYRHINK4LTTGC4AFN4MO2TA
619,B0C2ZMJW53,True,AEETP2IQELJNJF3F5FS3FXGIER3A
621,B076TSJ32N,False,AHI5UFPZW4AJHX2WZSKX27OANGOQ
691,B01N5E5T48,True,AGWPG5L2C6GSXKRSZYXIHU5AI2AQ
625,B083W4N1Z2,True,AFSA6XVZCYJ73YYGJR5IQGRZY2MA
626,B01J42JMQ2,True,AFDJH752VC6QMDV24REYSJV2FEIA
629,B0B72PYMGX,True,AGNEZ3RRSSBHMQQY7WHJYFLDGWYQ
631,B009T3EYHO,True,AFWLD55T32IV7P6OHLHC46OQHV2A
632,B081V6W99V,True,AELVPMRCV3IKN3TWHVQ344APUV2Q
633,B01FX0P13C,True,AG7GFHNKSQMY3SLMOGSX23SCGBQQ
634,B009T3EYHO,True,AEY3HV4GQHTLLILTSS66CH2IHMYA
635,B0BNXX6P2J,True,AGSMJRAFPUNU5IIIOYACLCUESRVQ
