parent_asin,title,price,average_rating,rating_number,price_segment,rating_category,popularity_score,potential_brand,price_per_rating
B018K0GR12,Replacement IR Remote Controller for M8 Android TV Box Matricom G-Box Q,,4.3,248,,Good (4-4.5),0.330143202933631,Replacement,
B018K1BB1C,Goldenwide High Speed All in 1 USB Memory Card Reader & 22 Slots SD Memory Card Memory Card Case (Black) Combo,,3.1,23,,Below Avg (3-3.5),0.21001275491716553,Goldenwide,
B018K251JE,"Boytone BT-210FB Wireless Bluetooth Stereo Audio Speaker with Powerful Sound, Bass System, Excellent Clear Sound & FM Radio, Remote Control, Aux-In Port, USB/SD/for Phone's, Laptops, Black, 30 W",99.99,4.3,734,Mid ($50-100),Good (4-4.5),0.3304249706491963,Boytone,23.199535962877032
B018K28HOU,"MYPIN HDMI Extender with Loop-Out Local Display, 1080P Transmission up to 196ft/60m Over Single Cat6/6a/7/8 Ethernet Cable with IR Blaster and Receiver Cables (LKV372pro)",47.99,4.1,423,Low ($20-50),Good (4-4.5),0.31024466250199295,MYPIN,11.676399026763992
B018K7Z234,"[New Generation] Network HDMI Extender, AutoWT Over Cat6/6a/7 Ethernet Cable with IR up to 196ft 60m Support 3D 1080P",,3.5,21,,Below Avg (3-3.5),0.2500115953792414,[New,
B018KAR7G6,"Caeden Linea N°2 In-Ear Headphone, Faceted Carbon & Gold",,3.3,51,,Below Avg (3-3.5),0.2300289884481034,Caeden,
B018KDKTUO,Vehicle Car Reverse Backup Parking Camera HD Color CCD Waterproof 170 Degree Viewing Angle Rearview Black,,3.5,11,,Below Avg (3-3.5),0.25000579768962067,Vehicle,
B018KE5XUO,"EMART Umbrella Photography Lighting Kit with 700W CFL 5500K Bulbs,Soft Light Continuous Reflective Umbrella Lights Photography Kit for Portrait Studio Video Recording, Filming, Podcast",79.99,4.6,3767,Mid ($50-100),Excellent (4.5-5),0.3621834099111504,EMART,17.351409978308027
B018KM8AC4,Fingerprint Reader 2-PACK for Microsoft 8.1 and Windows 10 - Supports Windows Hello - Sign-in to Windows Using Your Finger - Remember Your Windows Password,,3.1,13,,Below Avg (3-3.5),0.21000695722754484,Fingerprint,
B018KMI2MW,"Asus X553SA-BHCLN10 15.6-Inch Laptop (Intel Celeron Dual Core N3050 Processor, 4GB, 500 GB HDD, Windows 10), Black",385.0,4.0,334,High ($200-500),Average (3.5-4),0.3001930630643689,Asus,96.00997506234414
B018KSQIEK,Seneca AV SN21 Stationary Flat Panel TV Mount – Fits Most 26-inch to 50-inch Displays – Black,,4.6,20,,Excellent (4.5-5),0.3600110156102793,Seneca,
B018KXK652,Apple iPad Air MD785LL/A 16GB (Black/Space Gray),,4.5,1356,,Good (4-4.5),0.350785586943603,Apple,
B018KYXBBC,"HP Pavilion 15.6"" Flagship Laptop, 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache, up to 3.5 GHz), FHD IPS Touchscreen, 8GB DDR3, 1TB HDD, DVD, HDMI, 802.11AC, Windows 10",499.0,3.8,144,High ($200-500),Average (3.5-4),0.2800829069615758,HP,130.9711286089239
B018LALA5Y,"Rockville RVD15BGB Black/Grey/Tan 15"" Flip Down Car Monitor w DVD/HDMI/Games/USB",,2.9,68,,Poor (<3),0.1900388445204586,Rockville,
B018LB7YQM,"Parblo A610 10 x 6 Drawing Tablet with 8 Express Keys, 2 P50S Rechargeable Pen Graphics Tablet, Wool Felt Liner Bag, Replacement Nibs, Transparent Film and Two-Finger Glove",,4.3,118,,Good (4-4.5),0.33006783296856207,Parblo,
B018LD1XBW,"USB Cords(6ft), iSeekerKit 3 Pack High Charging Speed USB 2.0 A Male to Micro Nylon Braided Cords with Aluminum Connector Compatible for Android, Galaxy s6 s7 and More(Silver&Golden&Black)",,4.2,901,,Good (4-4.5),0.32052179206586184,USB,
B018LEUW8G,AKG K550MKII Sealed Headphone New Generation 50mm Diameter Dynamic Driver Adopted Reference Black K550MKIIBLK,,3.7,24,,Average (3.5-4),0.2700133346861276,AKG,
B018LHMRA4,Arama Walkie Talkie Earpiece Pro D Shape Radio Earpiece Headset with PTT & Mic Compatible with 2 PIN Kenwood HYT Puxing Wouxun Lt-2288 Lt-3107 Lt-3188 Lt-3260 Lt-3268 Etc 2 Way Radios B108K01,,4.0,224,,Average (3.5-4),0.30012928847854137,Arama,
B018LI2F14,"BlueAnt - Pump Lite HD Wireless Sportsbuds, IP54 Sweat-Proof, Siri and Google Integration (Black)",29.0,3.4,44,Low ($20-50),Below Avg (3-3.5),0.24002493006536893,BlueAnt,8.504398826979473
B018LK9PNS,Strontium Nitro Plus 64GB OTG USB 3.0 Flash Drive with Micro USB Connector for Android Mobile Devices - SR64GSLOTG1Z,,4.2,1206,,Good (4-4.5),0.32069862159929274,Strontium,
B018LKX8C2,"iPad Mini 4 Protective Keyboard Case,Dingrich Colorful Sleek Ultra-Slim Bluetooth Keyboard Case Cover Built-in Stand+Free Screen Protector&Stylus for iPad Mini 4 (Gold)",,3.6,31,,Average (3.5-4),0.26001739306886207,iPad,
B018LNFTLM,Kanto T3760 Tilting Mount for 37-60 Inch TVs | Black,79.99,4.2,89,Mid ($50-100),Good (4-4.5),0.3200510196686621,Kanto,19.0
B018LQGI6O,"Neewer 59""/150cm Aluminum Alloy Photography Light Stand,Reverse Folding Leg Stand for Reflector,Softbox,LED Light,Ring Light,Umbrella and Background",,4.1,185,,Good (4-4.5),0.3101066774890206,Neewer,
B018LU91UU,Bobino Screen Shelf Original - Black - Stylish Minimalist Monitor Mounted Organizer,,4.4,77,,Good (4-4.5),0.3400440624411173,Bobino,
B018LVN8B2,"Monoprice 107230 3.5mm Stereo Jack to 3.5mm Stereo Jack Adaptor, Gold Plated",3.88,4.4,640,Budget (<$20),Good (4-4.5),0.34037047236676193,Monoprice,0.8798185941043083
B018LWGXAY,"Fire 7 2015 Case, TabPow [Kids Case] - [Shockproof][Drop Protection][Heavy Duty] Kids Children EVA Case with Carrying Handle Stand For Amazon Fire 7 Tablet (will only fit Fire 7"" 2015 release), Pink",,3.7,41,,Average (3.5-4),0.27002319075848275,Fire,
B018LXO3RI,"Fintie Case for RCA Galileo Pro 11.5"" / RCA 11.6"" HD/Maven Pro 11.6"" Tablet - PU Leather Cover Compatible with RCA Cambio W1162 V2 / W116 11 inch 2-in-1 Tablet, Navy",,4.3,76,,Good (4-4.5),0.33004348267215516,Fintie,
B018LZVIM4,"ORICO 7-Port USB Hub, USB 2.0 with 1' USB Cable for PC, Mac, Laptop, Desktop, Windows - Black",,3.4,16,,Below Avg (3-3.5),0.24000869653443102,ORICO,
B018M1MDDK,New 65W USB-C Charger Travel Compatible with Lenovo Chromebook 100e 300e 500e C330 S330 ThinkPad T480 T580 E14 E15 L13 L14 L15 P14s p15s T14 T15 A485 T590 C930 C940 AC Adapter Power Supply,20.99,4.4,150,Low ($20-50),Good (4-4.5),0.3400863855753483,New,4.759637188208616
B018M8L7Z8,"Mountek AIRSNAP Air Vent Car Mount for Cell Phones, Smartphones, Phablets and Mini Tablets- Frustration-Free Packaging - Black",,3.9,180,,Average (3.5-4),0.2901037786442103,Mountek,
B018M8LDXE,Ematic EDT312ANT HD 1080p Motorized Rotating Outdoor Amplified TV Antenna UHF/VHF/FM/720P/1080P/4k with 150 Mile Range,29.93,4.1,711,Low ($20-50),Good (4-4.5),0.3104116359630687,Ematic,7.282238442822385
B018MCEUR6,"Bestfy 2Pack 6FT USB2.0 to Type C Charging Cable Cord with Reversible Connector for New Macbook(12 inch), Google Nexus 5X 6P Pixel C, Nokia N1, Oneplus 2 and Other USB C Supported Devices.",,3.2,115,,Below Avg (3-3.5),0.22006609366167584,Bestfy,
B018MCWT4M,"Rosepark iPod Touch 7th Generation Case, iPod Touch 5 case,iPod Touch 6 Case, Owls Pattern 3-Piece Style Hybrid Shockproof Hard Case Cover for Apple iPod Touch 5 6 7th Generation(Pink)",7.99,4.5,159,Budget (<$20),Good (4-4.5),0.3500916034960069,Rosepark,1.771618625277162
B018MLEWH0,WheelWitness - Dashcam & GPS Power Supply Adapter Car Charger - 12V to 5V Mini USB - for WheelWitness HD PRO & All Other Mini USB Dashboard Cameras & GPS Navigation - Long Wire 12 Feet,,4.2,39,,Good (4-4.5),0.32002203122055867,WheelWitness,
B018MOVAI6,"iPad Mini 4 Case, Cambond Slim Fit Smart Stand Premium PU Leather Case Cover with Card Slots and Stylus Holder, Protective Lightweight Classic Folio Case Cover for Apple iPad Mini 4 (Blue)",,3.4,25,,Below Avg (3-3.5),0.24001391445508963,iPad,
B018MOVAKO,"iPad Mini 4 Case, Cambond Slim Fit Smart Stand Premium PU Leather Case Cover with Card Slots and Stylus Holder, Protective Lightweight Classic Folio Case Cover for Apple iPad Mini 4 (Black)",,3.6,35,,Average (3.5-4),0.26001971214471037,iPad,
B018MZRYFS,"Galaxy Tab 4 Case, kUTECK Heavy Duty Rugged Impact Dual Layer Hybrid Case Cover with Build in Kickstand Protective Case Cover for Samsung Galaxy Tab 4 7 inch T230 Tablet case Cover (Black)",,3.9,36,,Average (3.5-4),0.2900202919136724,Galaxy,
B018N0L7LO,"Dell Inspiron 15.6-Inch Laptop (Intel Core i3-5015U Processor, 6GB RAM, 1TB HDD, Windows 10 Home 64-bit)",,3.8,132,,Average (3.5-4),0.28007594973403094,Dell,
B018N0LCLE,Webcam Cover | Silver Metal (1 Pack) Laptop Camera Cover Slide | Protects Computer & Smartphone Camera Against Hackers Swiss Made Webcamera Slider | Web Cam Blocker,,3.3,87,,Below Avg (3-3.5),0.2300498601307379,Webcam,
B018N8HSS2,RocketBus Replacement Sync Data Charger USB Cable for Fuhu Tablets Nabi DreamTab Nabi 2S Nabi Jr Jr. S XD Elev-8,,4.2,99,,Good (4-4.5),0.3200568173582828,RocketBus,
B018N9BLUC,Newmowa Waterproof Case for Polaroid Cube and Cube+,16.99,4.4,452,Budget (<$20),Good (4-4.5),0.34026147580189303,Newmowa,3.852607709750566
B018NEG92M,ZMD 3 IN 1 i-Flash Drive OTG iFlash MicroSD Memory Card Reader Adapter For iPhone 6 6 PLUS 5 5S IPAD MINI AIR,,3.4,37,,Below Avg (3-3.5),0.24002087168263447,ZMD,
B018NSWS78,"jntworld Adjustable Mount for GoPro, Skateboard Camera Bottom Mount X Games, Black",,3.0,15,,Poor (<3),0.20000811676546898,jntworld,
B018NVAWJG,"KILINEO cb31005 External CD/DVD Drive,USB 3.0 DVD +/-RW Superdrive CD Burner with High Speed Data Transfer Compatible for MacBook Laptop Desktop PC Windows10 /8/7 /XP Linux Mac OS, Black",,2.8,33,,Poor (<3),0.18001855260678618,KILINEO,
B018OB5RB8,G.Skill Ripjaws V Series 32GB (2 x 16GB) 288-Pin SDRAM (PC4-19200) DDR4 2400 CL15-15-15-35 1.20V Dual Channel Desktop Memory Model F4-2400C15D-32GVR,63.99,4.6,431,Mid ($50-100),Excellent (4.5-5),0.3602493006536895,G.Skill,13.88069414316703
B018OLTP7K,"iBenzer MacBook Pro Retina 13"" Plastic Hard Case, (Metallic Pink)",,3.5,66,,Below Avg (3-3.5),0.2500376849825345,iBenzer,
B018ON5ILU,"Dell 2016 High Peformance Inspiron i3050 Mini Micro Desktop (Intel Celeron, 2 GB RAM, 32 GB SSD)",,3.6,48,,Average (3.5-4),0.2600272491412172,Dell,
B018OV45UW,"Multi Charging Cable, 5 In1 Finger Ring Charger Cable with Type C, 8Pin, Micro, Mini USB Ports (1PC White+Blue)",,4.2,22,,Good (4-4.5),0.3200121751482035,Multi,
B018OW0JTW,Kyocera Hydro Air 4G LTE Android GSM Waterproof 8mp Led Camera LCD 5.0 Quad Core,,3.6,33,,Average (3.5-4),0.2600185526067862,Kyocera,
B018P8IWOO,Scanner SDR Antenna Tripod Portable Collapsible by Super Antenna SR1 UHF VHF broadband,99.99,4.2,35,Mid ($50-100),Good (4-4.5),0.3200197121447104,Scanner,23.750593824228027
B018PANFPS,"eTauro Compatible with Surface PRO/PRO4 Docking Station. DisplayPort, USB3, Charger, Gigabit Ethernet DUCGe4",,3.4,60,,Below Avg (3-3.5),0.24003420636876205,eTauro,
B018PIKY1I,Oursea 32GB Metal Usb Flash Drive 2.0 with Keychain (BW/6300),,3.8,49,,Average (3.5-4),0.28002782891017924,Oursea,
B018POLV3C,TCL 32S3750 32in 720p 60Hz Roku Smart LED HDTV (Renewed),,4.2,44,,Good (4-4.5),0.32002493006536903,TCL,
B018PON1CQ,"CASEMATIX Video Projector Hard Case with Customizable Foam Compatible with Epson VS240, EX3240, VS345, VS340, VS335W, EX7240 Pro, EX5240 Pro - Durable Hard Shell Travel Case with Padlock Rings",49.99,4.7,235,Low ($20-50),Excellent (4.5-5),0.3701356659371241,CASEMATIX,10.613588110403397
B018PQ3XTA,B+W 95MM F-PRO CLEAR with Multi-Resistant Coating (007M) for Camera Lens,158.0,3.3,23,Mid-High ($100-200),Below Avg (3-3.5),0.2300127549171655,B+W,47.734138972809674
B018PQ3ZX4,B+W 39MM XS-PRO Clear with Multi-Resistant Nano Coating (007M) for Camera Lens,,4.7,286,,Excellent (4.5-5),0.3701652341541896,B+W,
B018PQAXK2,Dashpoint AVC1 GoPro Action Video Case From Lowepro – Hard Shell Case For GoPro/Action Video Camera,43.54,4.6,227,Low ($20-50),Excellent (4.5-5),0.3601310277854275,Dashpoint,9.444685466377441
B018PQKETW,"SMSL Audio Sap-7 black Portable Headphone Amplifier, Black",,3.8,135,,Average (3.5-4),0.2800776890409172,SMSL,
B018PQPALY,Verbatim 32GB Metal Executive USB 3.0 Flash Drive - Gold - 99105,7.86,4.5,1297,Budget (<$20),Good (4-4.5),0.35075138057484095,Verbatim,1.7427937915742795
B018PYIAKE,Dual Electronics DC426BT Multimedia 3.7 inch Double DIN Car Stereo with Bluetooth & Built- in CD/MP3 Player,,4.0,82,,Average (3.5-4),0.3000469612859276,Dual,
B018Q0GN60,Intel BOXNUC6I5SYH NUC Kit NUC6i5SYH,349.0,4.1,269,High ($200-500),Good (4-4.5),0.3101553780818344,Intel,84.91484184914843
B018Q0L5GI,"iPod Touch 7th Generation case, 6th Generation Cases, Protective Case for iPod Touch 5 6 7 Gen Bumper Accessories (Orange)",,4.3,458,,Good (4-4.5),0.3302649544156654,iPod,
B018Q2IJZG,"West Coast Resale *New Turntable Belt After Market VPI HW 19, Mark 3, MkIII, Scout, SCOUTMASTER, Aries, Classic",17.99,3.5,13,Budget (<$20),Below Avg (3-3.5),0.25000695722754485,West,5.1253561253561255
B018Q3G2SQ,"iPhone Charger Dock,Walkas Charge and Sync Stand for iPod,iPhone 5 5s 6 6s plus with Charger Cable (gold)",,3.5,41,,Below Avg (3-3.5),0.2500231907584827,iPhone,
B018Q3JLEI,"Dell Optiplex 745 SFF Desktop Computer (Intel Core Duo Processor 1.86GHz, 4GB DDR2 Memory, 80GB HDD, DVDRW, Windows 10 Home) (Renewed)",,3.1,25,,Below Avg (3-3.5),0.21001391445508966,Dell,
B018Q5WJ9A,"Haafee Headphone Amplifier Portable Amps with Bass Turbo for Phones, For Car MP3s, Digital Players and computers (black)",,2.6,18,,Poor (<3),0.1600098560723552,Haafee,
B018Q6V4CM,"Samsung Galaxy Tab 4 7.0 Case, HAOCOO Stylish Art Print Slim PU Leather Flip Smart Stand Case with Card Slots for Samsung Galaxy Tab 4 7.0"" T230 /T231/ T235 (Butterfly)",,4.1,46,,Good (4-4.5),0.3100260896032931,Samsung,
B018Q70878,"SwissGear Breaker Laptop Backpack with 16"" Laptop Pocket & 10"" Tablet Pocket",,4.6,43,,Excellent (4.5-5),0.3600243502964069,SwissGear,
B018QDIO2S,"DIYPC Solo-T1-BK Black USB 3.0 ATX Mid Tower Gaming Computer Case with 2 x Blue Fans (1 x 120mm LED fan x front, 1x120mm fan x rear) Pre-installed",,4.1,29,,Good (4-4.5),0.31001623353093793,DIYPC,
B018QEETLM,"Vikeri Low Noise HDTV Indoor Digital Antenna Booster Signal Amplifier, Gain 25dB",,2.8,50,,Poor (<3),0.18002840867914136,Vikeri,
B018QLIVSC,"Leaton Digital Luxmeter/Digital Illuminance Light Meter lux meter with LCD Display(Range: 0.1~200,000 Lux Luxmeter, 0.01~20,000Fc)",14.99,4.3,422,Budget (<$20),Good (4-4.5),0.3302440827330309,Leaton,3.477958236658933
B018QPS0ZW,TNP iPad Screen Protector - Ultra Clear HD 0.33mm 9H 2.5D Anti-Scratch Anti-Fingerprint Tempered Glass Screen Protector Guard for iPad Air 2 and iPad Air 1 9.7-Inch,,4.1,13,,Good (4-4.5),0.31000695722754484,TNP,
B018QPS4XA,TNP iPad 4/3/2 Screen Protector - Premium Ultra Clear High Definition HD 0.33mm 9H 2.5D Anti-Scratch Anti-Fingerprint Tempered Glass Screen Protector Guard for Apple iPad 4/3/2 9.7-Inch Tablet,,3.4,17,,Below Avg (3-3.5),0.24000927630339308,TNP,
B018QPW6HA,DROK® 120W Car Power Supply Step Up Voltage Regulator 12V Transformer 10A DC-DC Boost Converter Module Input 5-11V Car Power Supply Converter for Radio,19.2,4.3,67,Budget (<$20),Good (4-4.5),0.33003826475149656,DROK®,4.454756380510441
B018QQOVF4,"Electronics-Salon 2PCS Aluminum Heatsink, 1.48"" x 1.44"" x 0.93"", Heat-Sink.",11.99,4.2,35,Budget (<$20),Good (4-4.5),0.3200197121447104,Electronics-Salon,2.847980997624703
B018QRO5FE,iPad Pro 12.9 Case (1st Gen) by Cuvr | Leather Folio Cover Stand with Apple Pencil Holder (Brown),,4.0,313,,Average (3.5-4),0.30018088791616543,iPad,
B018R1XOBK,Team Group TED48G2400C1601 D4 2400 8 GB C16 Internal Memory,17.99,4.5,791,Budget (<$20),Good (4-4.5),0.35045801748003425,Team,3.988913525498891
B018R3YBX8,SoundStrike 3.5mm Foldable Headphone Headset for Dj Headphone Mp3 Mp4 Pc Tablet sandisc Music Video and All Other Music Players (Sky Blue W/Mic),7.99,3.1,863,Budget (<$20),Below Avg (3-3.5),0.21049976084530317,SoundStrike,2.569131832797428
B018RA91ZE,Case Logic Reflexion Case for 17-Inch Laptop (RUL-117),44.63,4.4,54,Low ($20-50),Good (4-4.5),0.3400307277549897,Case,10.120181405895693
B018RBL3CC,Plantronics EHS APU-75 Electronic Hook Switch Adapter,63.56,4.3,103,Mid ($50-100),Good (4-4.5),0.33005913643413104,Plantronics,14.74709976798144
B018RE4CWW,"Mean Well LRS-150-24 Switching Power Supply, Single Output, 24V, 6.5A, 156W, 6.26"" L x 3.82"" W x 1.18"" H",22.87,4.6,203,Low ($20-50),Excellent (4.5-5),0.36011711333033786,Mean,4.9609544468546645
B018RELLL2,"Unik Case Black Gauntlet Amor EVA Hard Shell Universal Sleeve Zipper Case Bag for All 13"" 13-Inch Laptop Notebook/MacBook Pro/MacBook Unibody/MacBook Air/Ultrabook/Chromebook",,3.7,125,,Average (3.5-4),0.2700718913512965,Unik,
B018RFC9I0,4Keyboard Arabic Keyboard Stickers with White Lettering ON Transparent Background,3.76,4.3,347,Budget (<$20),Good (4-4.5),0.33020060006087576,4Keyboard,0.8723897911832947
B018RGBK66,HDE iPad Mini Kids Case Shockproof Handle Stand Cover for Apple iPad Mini 2/3 Retina (Light Pink),,4.4,81,,Good (4-4.5),0.3400463815169656,HDE,
B018RIKBQY,Earphones with Microphone 592W Premium Earbuds Stereo Headphones and Noise Isolating Made for iPhone iPod iPad Samsung Galaxy LG HTC (Bronze),,3.5,209,,Below Avg (3-3.5),0.2501205919441103,Earphones,
B018RIR02C,Ubiquiti Unifi Ap-AC Long Range - Wireless Access Point - 802.11 B/A/G/n/AC (UAPACLR5US),,3.9,36,,Average (3.5-4),0.2900202919136724,Ubiquiti,
B018RKDHRC,"MYTURTLE iPod Touch 7th 6th 5th Generation Case Shockproof Hybrid Hard Silicone Shell Impact Cover with Screen Protector for iPod Touch 7 (2019), iPod Touch 5/6 (2015), Kickstand Green Pink",12.99,4.5,974,Budget (<$20),Good (4-4.5),0.3505641152000928,MYTURTLE,2.8802660753880267
B018ROADJI,Expert Shield *Lifetime Guarantee* - THE Screen Protector for: Sony A7R III / A7R II / A7S II / A7 II - Anti Glare,14.95,4.1,44,Budget (<$20),Good (4-4.5),0.31002493006536896,Expert,3.637469586374696
B018RP7X0O,MEE audio EP-X7Plus-BK-MEE Stereo Bluetooth Wireless Sports in-Ear HD Headphones,,3.7,333,,Average (3.5-4),0.2701924832954068,MEE,
B018RSX0OY,Andoer® Crazy-Horse Leather Camera Case Bag with Shoulder Strap for Olympus OM-D EM10 E-M10 with 14-42mm Lens Only,,4.4,17,,Good (4-4.5),0.34000927630339317,Andoer®,
B018RV7SSU,"Leme EB20A Wireless Ergonomic Bluetooth 4.0 Over Ear Headphone with Built-in Mic and 12 Hour Battery, with Noise Reduction and Echo Cancellation, Perfect Headset for Gaming and Music (Black)",,4.1,307,,Good (4-4.5),0.310177409302393,Leme,
B018RVWADI,Minisuit Snap Rotating Case + Hand Strap for iPad Mini 4,,3.8,16,,Average (3.5-4),0.280008696534431,Minisuit,
B018RWVDY4,"Cmple - 1 Port Phone Jack Wall Plate RJ12 Telephone Cord Surface Mount Box Female Landline Phone Keystone Jack for 3 Line House Phone, Answering Machine, Fax",7.49,4.2,103,Budget (<$20),Good (4-4.5),0.3200591364341311,Cmple,1.7790973871733968
B018S2XR9W,Deepfox External USB3.0 Enclosure Caddy for 9.5mm SATA DVD Optical Drive,,3.9,14,,Average (3.5-4),0.2900075369965069,Deepfox,
B018S349RU,"USB C Cable, Tronsmart USB-C to USB-C Cable for ChromeBook Pixel, Google Pixel/Pixel XL, Nexus 5X / 6P, LG G5, HTC 10 and More (3.3 Feet, 1 x Black,1 x White)",11.62,3.9,62,Budget (<$20),Average (3.5-4),0.29003536590668616,USB,2.971867007672634
B018S49EVK,Dell Inspiron i3541-1001BLK Laptop Computer 15.6 LED Backlit Screen AMD A6 Procesor 4GB Memory 500GB Hard Drive Windows 10,,3.3,46,,Below Avg (3-3.5),0.23002608960329307,Dell,
B018S4OOIS,"ANTOP Dual-Omni-Directional Outdoor HDTV Antenna Exclusive Smartpass Amplifier &4G LTE Filter,Enhanced VHF/UHF Reception,45ft",,4.4,55,,Good (4-4.5),0.3400313075239518,ANTOP,
B018S65OBW,"Neewer® 30""-75""/76-190cm Swivel Head Aluminum Alloy 1/4"" Thread Mount Boom Arm Holder with Sandbag for Reflector,LED Video Light,Strobe Light,Monolight and Other Photographic Equipment",,4.1,285,,Good (4-4.5),0.3101646543852275,Neewer®,
B018S7DPU8,Zoegift ZOE-GB-040 16GB Glass Jar USB Flash Drive¡­,,4.4,152,,Good (4-4.5),0.34008754511327244,Zoegift,
B018S7ZNDU,Geekdigg High Speed All-in-1 USB 2.0 Card Reader USB Hub 3USB+MS/SD/M2/TF Card Reader 7 Slots USB Combo (USB 2.0),,4.0,167,,Average (3.5-4),0.30009624164770343,Geekdigg,
B018S8PO88,Hercules Tablet Holder (DG305B),,4.5,414,,Good (4-4.5),0.3502394445813344,Hercules,
B018S9GGH0,"Pilot Electronics EL-1400P Electroluminescent V2 Charge/Sync Micro USB Cable, Pink",40.1,4.0,80,Low ($20-50),Average (3.5-4),0.30004580174800344,Pilot,10.0
B018SA6D72,"Pilot Electronics CA-4213W 3 Foot Retractable Headphones, White",,3.7,63,,Average (3.5-4),0.27003594567564826,Pilot,
B018SB2Z3C,CSEXCEL® New Laptop Battery [Li-ion 14.8V / 58W] for Dell XPS 14z 14z-l412x 14z-l412z Laptop Battery V79y0 V79yo - 18 Months Warrantya,,3.9,21,,Average (3.5-4),0.29001159537924137,CSEXCEL®,
B018SJFCPM,CERRXIAN RJ45 Splitter Adapter 1 to 2 Dual Female Port CAT 5/CAT 6 LAN Ethernet Socket Splitter Connector Adapter,,3.6,117,,Average (3.5-4),0.26006725319959995,CERRXIAN,
B018SMYL9M,"Anwenk Standard 1/4""-20 Male to 1/4""-20 Male Threaded Tripod Screw Adapter Standard Tripod Mounting Thread Camera Screw Adapter Converter, Precision Made (5 Pack)",7.99,4.7,646,Budget (<$20),Excellent (4.5-5),0.3703739509805343,Anwenk,1.6963906581740977
B018SNHLA2,"FahanTech Simple Storage Series USB3.0 SuperSpeed External Hard Drive Enclosure for 2.5"" Laptop SATA Hard Drives and SSD. Anodized Aluminum Case Material/Super Compact Size",,3.6,58,,Average (3.5-4),0.26003304683083794,FahanTech,
B018SOU4PK,"Noctua NA-SAVP1 chromax.red, Anti-Vibration Pads for 120/140mm Noctua Fans (16-Pack, Red)",9.95,4.7,308,Budget (<$20),Excellent (4.5-5),0.37017798907135513,Noctua,2.1125265392781314
B018SOU6MG,"Noctua NA-SAVP1 chromax.Blue, Anti-Vibration Pads for 120/140mm Noctua Fans (16-Pack, Blue)",9.95,4.7,215,Budget (<$20),Excellent (4.5-5),0.3701240705578827,Noctua,2.1125265392781314
