parent_asin,title,categories,main_category,price,average_rating,rating_number,details
B002DW99O6,Samsung GO N310  10.1-Inch Midnight Blue Netbook,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.0,45,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""SAMSUNG"", ""Color"": ""Midnight Blue"", ""Series"": ""GO"", ""CPU Model"": ""Intel Atom"", ""CPU Speed"": ""1.6 GHz"", ""Processor"": ""1.6 GHz intel_atom"", ""Hard Drive"": ""160 GB SATA"", ""Model Name"": ""GO"", ""Item Weight"": ""2.7 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator950"", ""Operating System"": ""Microsoft Windows XP Home"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NP-N310-KA04US"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""1.1 x 10.3 x 7.3 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""July 15, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""1.1 x 10.3 x 7.3 inches"", ""Graphics Card Description"": ""Graphics Media Accelerator950"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B002DW99FK,SAMSUNG GO N310-13GMB 10.1-Inch Mint Blue Netbook - 9 Hour Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.4,19,"{""RAM"": ""1 GB DDR2 SDRAM"", ""Brand"": ""SAMSUNG"", ""Color"": ""Mint Blue"", ""CPU Model"": ""Intel Atom"", ""CPU Speed"": ""1.6 GHz"", ""Processor"": ""1.6 GHz intel_atom"", ""Hard Drive"": ""160 GB HDD"", ""Item Weight"": ""2.7 pounds"", ""Screen Size"": ""10.1 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows XP Home Edition"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NP-N310-KA07US"", ""Product Dimensions"": ""1.1 x 10.3 x 7.3 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""July 15, 2009"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Hard Disk Description"": ""HDD"", ""Item Dimensions  LxWxH"": ""1.1 x 10.3 x 7.3 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""1 GB"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9.0, 10.0 Hours""}"
B002DYIXMI,ASUS Eee PC 1005HA-PU1X-BK 10.1-Inch Black Netbook - 10.5 Hour Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",,,3.8,656,"{""RAM"": ""1000 MB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Series"": ""Eee PC"", ""Voltage"": ""12 Volts"", ""CPU Model"": ""Intel Atom N280"", ""Processor"": ""1.66 GHz intel_atom_n280"", ""Hard Drive"": ""160 GB HDD"", ""Model Name"": ""Eee PC"", ""Item Weight"": ""2.9 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn, 802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Stereo"", ""Card Description"": ""Graphics Media Accelerator 950"", ""Operating System"": ""Windows XP Home"", ""Hardware Platform"": ""PC"", ""Item model number"": ""1005HA-PU1X-BK"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.31 x 7.01 x 1.44 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""June 23, 2009"", ""Graphics Coprocessor"": ""Intel GMA 950"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""10.31 x 7.01 x 1.44 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator 950"", ""Ram Memory Installed Size"": ""1 GB"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""10.5 Hours""}"
B002DYIXNM,ASUS Eee PC 1005HA-VU1X-WT 10.1-Inch White Netbook - 8.5 Hour Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.3,239,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""White"", ""Series"": ""Eee PC"", ""CPU Model"": ""Intel Atom N270"", ""Processor"": ""1.6 GHz intel_atom_n270"", ""Hard Drive"": ""160 GB SATA"", ""Model Name"": ""Eee PC"", ""Item Weight"": ""2.81 pounds"", ""Screen Size"": ""10.1 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn, 802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Microsoft Windows XP Home"", ""Hardware Platform"": ""PC"", ""Item model number"": ""1005HA-VU1X-WT"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.31 x 7.01 x 1.02 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""July 1, 2009"", ""Graphics Coprocessor"": ""Integrated Graphics"", ""Hard Drive Interface"": ""Serial ATA-150"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""10.31 x 7.01 x 1.02 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""8.5 Hours""}"
B002JM2CB2,Dell Latitude D610 Laptop CD-RW/ DVD Wireless Computer,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,249.95,3.9,405,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""Dell"", ""Color"": ""Silver"", ""Series"": ""Latitude"", ""Voltage"": ""120 Volts"", ""CPU Model"": ""Pentium"", ""Processor"": ""2.13 GHz pentium"", ""Hard Drive"": ""40 GB HDD"", ""Model Name"": ""Latitude"", ""Item Weight"": ""5 pounds"", ""Screen Size"": ""14.1 Inches"", ""Memory Speed"": ""533 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11abg"", ""Hard Disk Size"": ""40 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows XP;"", ""Best Sellers Rank"": {""Computers & Accessories"": 93502, ""Traditional Laptop Computers"": 20044}, ""Hardware Platform"": ""Linux"", ""Item model number"": ""D610"", ""Screen Resolution"": ""1400 x 1050"", ""Product Dimensions"": ""10.3 x 12.3 x 1.35 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""September 4, 2008"", ""Graphics Coprocessor"": ""ATI Mobility Radeon X300"", ""Hard Drive Interface"": ""IDE"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1400 x 1050 Pixels"", ""Item Dimensions  LxWxH"": ""10.3 x 12.3 x 1.35 inches"", ""Number of USB 2.0 Ports"": ""4"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""2 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""14.1 Inches""}"
B00N99FV76,"Toshiba CB35-B3330 13.3 Inch Chromebook (Intel Celeron, 2GB, 16GB SSD, Silver)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.2,660,"{""RAM"": ""2 GB DDR3L SDRAM"", ""Brand"": ""Toshiba"", ""Color"": ""Silver"", ""Series"": ""Chromebook 2 CB35"", ""Voltage"": ""19 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""2.16 GHz celeron"", ""Hard Drive"": ""16 GB SSD"", ""Model Name"": ""Chromebook 2 CB35"", ""Item Weight"": ""2.95 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1600 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""16 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 65021, ""Traditional Laptop Computers"": 12830}, ""Flash Memory Size"": ""16"", ""Hardware Platform"": ""PC"", ""Item model number"": ""PLM02U-007008"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""12.6 x 8.4 x 0.76 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""September 2, 2014"", ""Graphics Coprocessor"": ""Intel HD graphics"", ""Hard Drive Interface"": ""Unknown"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768 Pixels"", ""Item Dimensions  LxWxH"": ""12.6 x 8.4 x 0.76 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""11 Hours""}"
B002K5LEF8,Panasonic Toughbook CF-W8 12.1-Inch Laptop,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",All Electronics,,4.0,6,"{""Brand"": ""Panasonic"", ""CPU Model"": ""Core 2 Duo SU9300"", ""CPU Speed"": ""1.2 GHz"", ""Model Name"": ""Panasonic Toughbook"", ""Resolution"": ""1024 x 768"", ""Item Weight"": ""5.85 Pounds"", ""Screen Size"": ""12.1 Inches"", ""Battery life"": ""8 Hours"", ""Manufacturer"": ""Panasonic"", ""Hard Disk Size"": ""160 GB"", ""Hard Drive Size"": ""160 GB"", ""Processor Speed"": ""1.2 GHz"", ""Operating System"": ""Windows VISTA;Windows XP;"", ""Item model number"": ""CF-W8EWEZZAM"", ""Product Dimensions"": ""10.7 x 1.9 x 8.4 inches"", ""Scanner Resolution"": ""XGA"", ""Date First Available"": ""August 2, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""12.1 Inches"", ""Is Discontinued By Manufacturer"": ""No""}"
B0C39ZP78N,"HP 15 15.6"" FHD Touchscreen Windows 10 Pro Business Laptop Computer, Quad-Core i7-1165G7 up to 4.7GHz, 12GB DDR4 RAM, 256GB PCIe SSD, 802.11AC WiFi, Bluetooth 4.2, Type-C, Broage 64GB Flash Stylus","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,799.0,4.0,126,"{""RAM"": ""12 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""Natural Silver"", ""Series"": ""HP Laptop"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.8 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""HP Laptop"", ""Item Weight"": ""4.08 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""3.6 GHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11bgn, 801.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Stylus"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 56232, ""Traditional Laptop Computers"": 10647}, ""Flash Memory Size"": ""128 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""15-dy"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""14.11 x 9.53 x 0.71 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""June 4, 2020"", ""Graphics Coprocessor"": ""Intel Iris Xe Graphics"", ""Hard Drive Interface"": ""PCIE x 4"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080"", ""Item Dimensions  LxWxH"": ""14.11 x 9.53 x 0.71 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""9.0, 7.0 Hours""}"
B002LEVGMO,Acer Aspire AS1410-8804 11.6-Inch Black Laptop - 6 Hour Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.4,74,"{""RAM"": ""2 GB DDR2"", ""Brand"": ""acer"", ""Color"": ""Black"", ""Series"": ""Aspire"", ""Voltage"": ""230 Volts"", ""CPU Model"": ""Intel Core 2 Solo"", ""Processor"": ""1.4 GHz intel_core_2_solo"", ""Hard Drive"": ""250 GB SATA"", ""Model Name"": ""Aspire"", ""Item Weight"": ""3.08 pounds"", ""Screen Size"": ""11.6 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11abg, 802.11a"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator4500"", ""Operating System"": ""Microsoft Windows Vista Home Premium"", ""Hardware Platform"": ""PC"", ""Item model number"": ""LX.SA70X.066"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""8.03 x 11.22 x 1.18 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""August 20, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1336 x 768 Pixels"", ""Graphics Card Ram Size"": ""64 MB"", ""Item Dimensions  LxWxH"": ""8.03 x 11.22 x 1.18 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator4500"", ""Ram Memory Installed Size"": ""2 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}"
B07CSPWMHK,"Lenovo ThinkPad X131E 11.6in Laptop, AMD E2-1800, 4GB DDR3, 320GB SATA, 802.11n, Webcam, HDMI, Windows 10 (Renewed)-Multi-Language Support English/Spanish","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,105.89,3.7,82,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""Lenovo"", ""Series"": ""Lenovo Thinkpad"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Speed"": ""1.7 GHz"", ""Processor"": ""1.7 GHz"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""Lenovo Thinkpad"", ""Item Weight"": ""6.64 pounds"", ""Screen Size"": ""11.6 Inches"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11n"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""AMD"", ""Total USB Ports"": ""2"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 51804, ""Traditional Laptop Computers"": 9750, ""Climate Pledge Friendly: Computers"": 4973}, ""Item model number"": ""Lenovo ThinkPad X131E"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""19.3 x 15.8 x 5.9 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""March 2, 2018"", ""Graphics Coprocessor"": ""Intel HD Graphics 4000"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 pixels"", ""Item Dimensions  LxWxH"": ""19.3 x 15.8 x 5.9 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""11.6 Inches""}"
B002OEBII8,Toshiba Mini NB205-N325BN 10.1-Inch Sable Brown Netbook - 9 Hours of Battery Life (Windows 7 Starter),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.3,91,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""Toshiba"", ""Color"": ""Sable Brown"", ""Series"": ""NB205"", ""Voltage"": ""230 Volts"", ""CPU Model"": ""Intel Atom N280"", ""Processor"": ""1.66 GHz intel_atom_n280"", ""Hard Drive"": ""160 GB HDD"", ""Model Name"": ""NB205"", ""Item Weight"": ""2.93 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator 950"", ""Operating System"": ""Windows 7 Starter Edition 32-bit"", ""Hardware Platform"": ""PC"", ""Item model number"": ""PLL23U-00Q01C"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""7.6 x 10.4 x 1.27 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 953"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1027 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""7.6 x 10.4 x 1.27 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator 950"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B002OEBIII,Toshiba Mini NB205-N325WH 10.1-Inch Frost White Netbook - 9 Hours of Battery Life (Windows 7 Starter),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.3,91,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""Toshiba"", ""Color"": ""Frost White"", ""Series"": ""NB205-N325WH"", ""Voltage"": ""230 Volts"", ""CPU Model"": ""Intel Atom N280"", ""Processor"": ""1.66 GHz intel_atom_n280"", ""Hard Drive"": ""160 GB HDD"", ""Model Name"": ""NB205-N325WH"", ""Item Weight"": ""2.93 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator 950"", ""Operating System"": ""Windows 7 Starter Edition 32-bit"", ""Flash Memory Size"": ""160 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""PLL23U-00S01C"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""7.6 x 10.4 x 1.27 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel Graphics Media Accelerator GMA954"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1028 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""7.6 x 10.4 x 1.27 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator 950"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B002OEBIJ2,Toshiba Mini NB205-N330BL 10.1-Inch Royal Blue Netbook - 9 Hours of Battery Life (Windows 7 Starter),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.3,109,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""Toshiba"", ""Color"": ""Royal Blue"", ""Series"": ""NB205-N330BL"", ""Voltage"": ""230 Volts"", ""CPU Model"": ""Intel Atom N280"", ""Processor"": ""1.66 GHz intel_atom_n280"", ""Hard Drive"": ""250 GB HDD"", ""Model Name"": ""NB205-N330BL"", ""Item Weight"": ""2.93 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator 950"", ""Operating System"": ""Windows 7 Starter Edition 32-bit"", ""Hardware Platform"": ""PC"", ""Item model number"": ""PLL23U-00C01C"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""7.6 x 10.4 x 1.27 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 956"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1030 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""7.6 x 10.4 x 1.27 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator 950"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B002ONCDJM,HEWLETT PACKARD HP G61-320US 15.6-Inch Black/Silver Laptop - Up to 4.25 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,792.0,4.0,22,"{""RAM"": ""3 GB DDR2"", ""Brand"": ""HEWLETT PACKARD"", ""Color"": ""black, silver"", ""Series"": ""G61-320US"", ""Voltage"": ""240 Volts"", ""CPU Model"": ""Athlon"", ""Processor"": ""2 GHz athlon"", ""Hard Drive"": ""250 GB SATA"", ""Model Name"": ""G61-320US"", ""Item Weight"": ""8.85 pounds"", ""Screen Size"": ""15.6 Inches"", ""Battery Type"": ""lithium_ion"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11b, 802.11b/g"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""AMD"", ""Card Description"": ""Radeon HD 4200"", ""Operating System"": ""Windows 7 Home Premium 64-bit"", ""Hardware Platform"": ""PC"", ""Item model number"": ""VM352UA#ABA"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""SuperMulti 8x DVD R/RW"", ""Package Dimensions"": ""20.4 x 13.8 x 4.3 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""ATI Radeon HD 4200"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1336 x 768 Pixels"", ""Graphics Card Ram Size"": ""128 MB"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Radeon HD 4200"", ""Ram Memory Installed Size"": ""3 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""4.25 Hours""}"
B002P3KMP8,ASUS UL50AG-A2 Thin and Light 15.6-Inch Black Laptop - 12 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.5,25,"{""RAM"": ""4 GB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core 2 Duo"", ""CPU Speed"": ""1.3 GHz"", ""Processor"": ""1.3 GHz intel_core_2_duo"", ""Hard Drive"": ""320 GB HDD"", ""Item Weight"": ""5.2 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1.3 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium 64-bit"", ""Flash Memory Size"": ""16"", ""Item model number"": ""UL50Ag-A2"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""15.4 x 10.4 x 1.05 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Number of Processors"": ""2"", ""Hard Disk Description"": ""HDD"", ""Item Dimensions  LxWxH"": ""15.4 x 10.4 x 1.05 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""12 Hours""}"
